Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Ant_Colony_case2_part1,12,4056.680944306127,0.0002465069384871342,4056.6809443061275,0.2252258539199829
Ant_Colony_case2_part1,36,6599.564911368816,0.00015152514043423356,6651.953219086257,1.438699769973755
Ant_Colony_case2_part1,52,7683.379626420422,0.00013015105964065007,8025.308745509222,3.023992419242859
