Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Genetic_Algorithm_case2_part1,12,4056.680944306127,0.0002465069384871342,4056.6809443061275,8.884684991836547
Genetic_Algorithm_case2_part1,36,6639.3810704250445,0.00015061644894197665,6936.336785378435,23.12560353279114
Genetic_Algorithm_case2_part1,52,7926.841910405537,0.00012615364495755914,8332.535361282273,33.46340980529785
