Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Particle_Swarm_case2_part1,12,4056.680944306127,0.0002465069384871342,4056.6809443061275,3.810426044464111
Particle_Swarm_case2_part1,36,7292.091255406795,0.00013713487187348895,8241.828100201417,17.85402648448944
Particle_Swarm_case2_part1,52,10017.933013634221,9.982099088095504e-05,10675.612360872372,16.071884751319885
