Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Ant_Colony_case3_part1,12,4056.6809443061284,0.00024650693848713416,4121.534722701186,0.22549073696136473
Ant_Colony_case3_part1,36,6995.032599544714,0.00014295859036669636,7061.704269620944,1.41936457157135
Ant_Colony_case3_part1,52,8304.71368054684,0.00012041354325585287,8675.317555289348,3.010097336769104
