Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Genetic_Algorithm_case1,12,4056.680944306127,4056.680944306127,4056.6809443061275,5.205806040763855
Genetic_Algorithm_case1,36,6624.436224859083,6624.436224859083,6919.656455392584,13.382609462738037
Genetic_Algorithm_case1,52,7918.487072661552,7918.487072661552,8088.65838109543,19.556979036331178
