Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Ant_Colony_case2,12,4056.680944306128,4056.680944306128,4104.783307095686,0.2219379186630249
Ant_Colony_case2,36,6599.564911368816,6599.564911368816,6662.963184666895,1.4442295789718629
Ant_Colony_case2,52,7629.342986466601,7629.342986466601,7748.582877983269,3.0688143968582153
