Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Genetic_Algorithm_case2,12,4056.680944306127,4056.680944306127,4056.6809443061275,9.966022038459778
Genetic_Algorithm_case2,36,6609.75370458788,6609.75370458788,7124.598514304021,90.97526288032532
Genetic_Algorithm_case2,52,7742.646171734601,7742.646171734601,8239.712814924165,38.28380343914032
