Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Particle_Swarm_case2,12,4056.680944306127,4056.680944306127,4056.6809443061275,4.124760103225708
Particle_Swarm_case2,36,7236.431508710763,7236.431508710763,8041.370115651043,10.595638918876649
Particle_Swarm_case2,52,9798.890159021257,9798.890159021257,10797.213326646332,17.64300217628479
