Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Ant_Colony_case1,12,4056.680944306127,4056.680944306127,4056.6809443061275,0.20986599922180177
Ant_Colony_case1,36,6605.028771628684,6605.028771628684,7020.655480473584,1.4095698595046997
Ant_Colony_case1,52,8181.111668380793,8181.111668380793,8499.353756111916,3.0189637422561644
