Algorithm,Cities,Best Distance,Best Fitness,Average Distance,Computation Time
Ant_Colony_case3,12,4056.680944306128,4056.680944306128,4080.722443962031,0.2143963098526001
Ant_Colony_case3,36,6794.619790326748,6794.619790326748,6960.17813350498,1.43425452709198
Ant_Colony_case3,52,8243.02643496582,8243.02643496582,8436.90753469118,3.040201997756958
